11:19:13.996 -> 00:00:00,IK,0,0.000000,0.000000,250000,5,915000000,7,10,-82,-109,9.75,0.000000,0.000000
11:19:15.537 -> 00:00:00,IK,1,0.000000,0.000000,250000,5,915000000,7,10,-83,-130,9.75,0.000000,0.000000
11:19:17.072 -> 00:00:00,IK,2,0.000000,0.000000,250000,5,915000000,7,10,-81,-130,9.75,0.000000,0.000000
11:19:18.598 -> 00:00:00,IK,3,0.000000,0.000000,250000,5,915000000,7,10,-83,-130,9.75,0.000000,0.000000
11:19:20.132 -> 00:00:00,IK,4,0.000000,0.000000,250000,5,915000000,7,10,-79,-130,9.75,0.000000,0.000000
11:19:21.649 -> 00:00:00,IK,5,0.000000,0.000000,250000,5,915000000,7,10,-79,-130,10.00,0.000000,0.000000
11:19:23.184 -> 00:00:00,IK,6,0.000000,0.000000,250000,5,915000000,7,10,-78,-130,9.50,0.000000,0.000000
11:19:24.712 -> 00:00:00,IK,7,0.000000,0.000000,250000,5,915000000,7,10,-79,-131,10.25,0.000000,0.000000
11:19:26.220 -> 00:00:00,IK,8,0.000000,0.000000,250000,5,915000000,7,12,-77,-130,9.75,0.000000,0.000000
11:19:27.746 -> 00:00:00,IK,9,0.000000,0.000000,250000,5,915000000,7,12,-79,-130,10.25,0.000000,0.000000
11:19:29.291 -> 00:00:00,IK,10,0.000000,0.000000,250000,5,915000000,7,12,-79,-130,9.50,0.000000,0.000000
11:19:30.820 -> 00:00:00,IK,11,0.000000,0.000000,250000,5,915000000,7,12,-80,-130,9.75,0.000000,0.000000
11:19:32.358 -> 00:00:00,IK,12,0.000000,0.000000,250000,5,915000000,7,12,-79,-130,10.25,0.000000,0.000000
11:19:33.874 -> 00:00:00,IK,13,0.000000,0.000000,250000,5,915000000,7,12,-79,-131,9.75,0.000000,0.000000
11:19:35.396 -> 00:00:00,IK,14,0.000000,0.000000,250000,5,915000000,7,12,-78,-130,10.25,0.000000,0.000000
11:19:36.930 -> 00:00:00,IK,15,0.000000,0.000000,250000,5,915000000,7,12,-81,-130,10.00,0.000000,0.000000
11:19:38.465 -> 00:00:00,IK,16,0.000000,0.000000,250000,5,915000000,7,12,-80,-130,9.50,0.000000,0.000000
11:19:39.968 -> 00:00:00,IK,17,0.000000,0.000000,250000,5,915000000,7,12,-79,-132,10.25,0.000000,0.000000
11:19:41.515 -> 00:00:00,IK,18,0.000000,0.000000,250000,5,915000000,7,12,-80,-130,9.50,0.000000,0.000000
11:19:43.050 -> 00:00:00,IK,19,0.000000,0.000000,250000,5,915000000,7,12,-80,-130,9.50,0.000000,0.000000
11:19:44.544 -> 00:00:00,IK,20,0.000000,0.000000,250000,5,915000000,7,12,-80,-105,9.50,0.000000,0.000000
11:19:46.110 -> 00:00:00,IK,21,0.000000,0.000000,250000,5,915000000,7,12,-81,-130,9.75,0.000000,0.000000
11:19:47.614 -> 00:00:00,IK,22,0.000000,0.000000,250000,5,915000000,7,12,-80,-131,9.75,0.000000,0.000000
11:19:49.146 -> 00:00:00,IK,23,0.000000,0.000000,250000,5,915000000,7,12,-80,-130,10.25,0.000000,0.000000
11:19:50.687 -> 00:00:00,IK,24,0.000000,0.000000,250000,5,915000000,7,12,-80,-130,10.00,0.000000,0.000000
11:19:52.212 -> 00:00:00,IK,25,0.000000,0.000000,250000,5,915000000,7,12,-80,-130,9.50,0.000000,0.000000
11:19:53.718 -> 00:00:00,IK,26,0.000000,0.000000,250000,5,915000000,7,12,-80,-108,9.50,0.000000,0.000000
11:19:55.260 -> 00:00:00,IK,27,0.000000,0.000000,250000,5,915000000,7,12,-77,-130,9.75,0.000000,0.000000
11:19:56.776 -> 00:00:00,IK,28,0.000000,0.000000,250000,5,915000000,7,12,-77,-130,10.00,0.000000,0.000000
11:19:58.304 -> 00:00:00,IK,29,0.000000,0.000000,250000,5,915000000,7,12,-77,-130,10.25,0.000000,0.000000
11:19:59.860 -> 00:00:00,IK,30,0.000000,0.000000,250000,5,915000000,7,12,-78,-130,10.00,0.000000,0.000000
11:20:01.370 -> 00:00:00,IK,31,0.000000,0.000000,250000,5,915000000,7,12,-78,-103,10.50,0.000000,0.000000
11:20:02.905 -> 00:00:00,Iâ¸®,32,0.000000,0"000000,250000,5,915000000,7,12,-78,-130,4.50,0.000000,0.000000
11:20:04.411 -> 00:00:00,IK,33,0.000000,0.000000,250000,5,915000000,7,12,-78,-130,10.25,0.000000,0.000000
11:20:05.940 -> 00:00:00,IK,34,0.000000,0.000000,250000,5,915000000,7,12,-78,-130,9.75,0.000000,0.000000
11:20:07.471 -> 00:00:00,IK,35,0.000000,0.000000,250000,5,915000000,7,12,-79,-130,9.75,0.000000,0.000000
11:20:09.005 -> 00:00:00,IK,36,0.000000,0.000000,250000,5,915000000,7,12,-79,-130,10.25,0.000000,0.000000
11:20:10.533 -> 00:00:00,IK,37,0.000000,0.000000,250000,5,915000000,7,12,-77,-130,10.00,0.000000,0.000000
11:20:12.068 -> 00:00:00,IK,38,0.000000,0.000000,250000,5,915000000,7,12,-79,-105,10.00,0.000000,0.000000
11:20:13.596 -> 00:00:00,IK,39,0.000000,0.000000,250000,5,915000000,7,12,-79,-130,10.00,0.000000,0.000000
11:20:15.120 -> 00:00:00,IK,40,0.000000,0.000000,250000,5,915000000,7,12,-79,-130,10.50,0.000000,0.000000
11:20:16.648 -> 00:00:00,IK,41,0.000000,0.000000,250000,5,915000000,7,12,-79,-130,7.25,0.000000,0.000000
11:20:18.160 -> 00:00:00,IK,42,0.000000,0.000000,250000,5,915000000,7,12,-77,-106,9.75,0.000000,0.000000
11:20:19.722 -> 00:00:00,IK,43,0.000000,0.000000,250000,5,915000000,7,12,-77,-130,9.75,0.000000,0.000000
11:20:21.220 -> 00:00:00,IK,44,0.000000,0.000000,250000,5,915000000,7,12,-75,-130,9.50,0.000000,0.000000
11:20:22.754 -> 00:00:00,IK,45,0.000000,0.000000,250000,5,915000000,7,12,-75,-130,10.00,0.000000,0.000000
11:20:24.277 -> 00:00:00,IK,46,0.000000,0.000000,250000,5,915000000,7,12,-75,-130,9.75,0.000000,0.000000
11:20:25.819 -> 00:00:00,IK,47,0.000000,0.000000,250000,5,915000000,7,12,-75,-130,10.25,0.000000,0.000000
11:20:27.339 -> 00:00:00,IK,48,0.000000,0.000000,250000,5,915000000,7,12,-75,-130,10.00,0.000000,0.000000
11:20:28.885 -> 00:00:00,IK,49,0.000000,0.000000,250000,5,915000000,7,12,-75,-130,10.00,0.000000,0.000000
11:20:32.408 -> 00:00:00,IK,50,0.000000,0.000000,250000,5,915000000,7,12,-73,-130,9.50,0.000000,0.000000
11:20:33.911 -> 00:00:00,IK,51,0.000000,0.000000,250000,5,915000000,7,12,-75,-130,9.75,0.000000,0.000000
11:20:35.438 -> 00:00:00,IK,52,0.000000,0.000000,250000,5,915000000,7,12,-74,-130,9.50,0.000000,0.000000
11:20:36.973 -> 00:00:00,IK,53,0.000000,0.000000,250000,5,915000000,7,12,-73,-130,9.50,0.000000,0.000000
11:20:38.505 -> 00:00:00,IK,54,0.000000,0.000000,250000,5,915000000,7,12,-72,-130,10.25,0.000000,0.000000
11:20:40.027 -> 00:00:00,IK,55,0.000000,0.000000,250000,5,915000000,7,12,-75,-102,9.75,0.000000,0.000000
11:20:41.556 -> 00:00:00,IK,56,0.000000,0.000000,250000,5,915000000,7,12,-76,-130,10.00,0.000000,0.000000
11:20:43.088 -> 00:00:00,IK,57,0.000000,0.000000,250000,5,915000000,7,12,-76,-130,10.00,0.000000,0.000000
11:20:44.621 -> 00:00:00,IK,58,0.000000,0.000000,250000,5,915000000,7,14,-76,-98,10.25,0.000000,0.000000
11:20:46.152 -> 00:00:00,IK,59,0.000000,0.000000,250000,5,915000000,7,14,-76,-131,10.00,0.000000,0.000000
11:20:47.698 -> 00:00:00,IK,60,0.000000,0.000000,250000,5,915000000,7,14,-75,-130,10.25,0.000000,0.000000
11:20:49.214 -> 00:00:00,IK,61,0.000000,0.000000,250000,5,915000000,7,14,-76,-104,9.75,0.000000,0.000000
11:20:50.743 -> 00:00:00,IK,62,0.000000,0.000000,250000,5,915000000,7,14,-76,-130,10.00,0.000000,0.000000
11:20:52.266 -> 00:00:00,IK,63,0.000000,0.000000,250000,5,915000000,7,14,-75,-130,10.00,0.000000,0.000000
11:20:53.783 -> 00:00:00,IK,64,0.000000,0.000000,250000,5,915000000,7,14,-75,-130,10.00,0.000000,0.000000
11:20:55.335 -> 00:00:00,IK,65,0.000000,0.000000,250000,5,915000000,7,14,-75,-102,10.00,0.000000,0.000000
11:20:56.862 -> 00:00:00,IK,66,0.000000,0.000000,250000,5,915000000,7,14,-75,-130,10.00,0.000000,0.000000
11:20:58.377 -> 00:00:00,IK,67,0.000000,0.000000,250000,5,915000000,7,14,-75,-130,9.75,0.000000,0.000000
11:20:59.888 -> 00:00:00,IK,68,0.000000,0.000000,250000,5,915000000,7,14,-75,-130,9.75,0.000000,0.000000
11:21:01.425 -> 00:00:00,IK,69,0.000000,0.000000,250000,5,915000000,7,14,-75,-130,9.75,0.000000,0.000000
11:21:02.975 -> 00:00:00,IK,70,0.000000,0.000000,250000,5,915000000,7,14,-77,-104,10.00,0.000000,0.000000
11:21:04.489 -> 00:00:00,IK,71,0.000000,0.000000,250000,5,915000000,7,14,-76,-130,10.25,0.000000,0.000000
11:21:06.021 -> 00:00:00,IK,72,0.000000,0.000000,250000,5,915000000,7,14,-76,-105,9.75,0.000000,0.000000
11:21:07.549 -> 00:00:00,IK,73,0.000000,0.000000,250000,5,915000000,7,14,-76,-130,10.00,0.000000,0.000000
11:21:09.074 -> 00:00:00,IK,74,0.000000,0.000000,250000,5,915000000,7,14,-76,-130,9.75,0.000000,0.000000
11:21:10.616 -> 00:00:00,IK,75,0.000000,0.000000,250000,5,915000000,7,14,-76,-130,10.00,0.000000,0.000000
11:21:12.132 -> 00:00:00,IK,76,0.000000,0.000000,250000,5,915000000,7,14,-77,-105,10.25,0.000000,0.000000
11:21:13.664 -> 00:00:00,IK,77,0.000000,0.000000,250000,5,915000000,7,14,-76,-130,9.75,0.000000,0.000000
11:21:15.174 -> 00:00:00,IK,78,0.000000,0.000000,250000,5,915000000,7,14,-75,-104,10.25,0.000000,0.000000
11:21:16.705 -> 00:00:00,IK,79,0.000000,0.000000,250000,5,915000000,7,14,-76,-130,10.25,0.000000,0.000000
11:21:18.252 -> 00:00:00,IK,80,0.000000,0.000000,250000,5,915000000,7,14,-76,-130,10.00,0.000000,0.000000
11:21:19.774 -> 00:00:00,IK,81,0.000000,0.000000,250000,5,915000000,7,14,-76,-131,10.00,0.000000,0.000000
11:21:21.302 -> 00:00:00,IK,82,0.000000,0.000000,250000,5,915000000,7,14,-76,-132,10.25,0.000000,0.000000
11:21:22.840 -> 00:00:00,IK,83,0.000000,0.000000,250000,5,915000000,7,14,-75,-130,10.25,0.000000,0.000000
11:21:24.336 -> 00:00:00,IK,84,0.000000,0.000000,250000,5,915000000,7,14,-76,-130,9.75,0.000000,0.000000
11:21:25.898 -> 00:00:00,IK,85,0.000000,0.000000,250000,5,915000000,7,14,-76,-130,10.00,0.000000,0.000000
11:21:27.411 -> 00:00:00,IK,86,0.000000,0.000000,250000,5,915000000,7,14,-76,-130,10.00,0.000000,0.000000
11:21:28.927 -> 00:00:00,IK,87,0.000000,0.000000,250000,5,915000000,7,14,-76,-131,10.00,0.000000,0.000000
11:21:30.446 -> 00:00:00,IK,88,0.000000,0.000000,250000,5,915000000,7,14,-76,-130,10.00,0.000000,0.000000
11:21:32.006 -> 00:00:00,IK,89,0.000000,0.000000,250000,5,915000000,7,14,-77,-131,10.00,0.000000,0.000000
11:21:33.518 -> 00:00:00,IK,90,0.000000,0.000000,250000,5,915000000,7,14,-76,-130,10.00,0.000000,0.000000
11:21:35.045 -> 00:00:00,IK,91,0.000000,0.000000,250000,5,915000000,7,14,-77,-131,9.50,0.000000,0.000000
11:21:36.595 -> 00:00:00,IK,92,0.000000,0.000000,250000,5,915000000,7,14,-78,-130,10.00,0.000000,0.000000
11:21:38.086 -> 00:00:00,IK,93,0.000000,0.000000,250000,5,915000000,7,14,-76,-104,10.00,0.000000,0.000000
11:21:39.614 -> 00:00:00,IK,94,0.000000,0.000000,250000,5,915000000,7,14,-76,-131,9.75,0.000000,0.000000
11:21:41.166 -> 00:00:00,IK,95,0.000000,0.000000,250000,5,915000000,7,14,-76,-130,9.75,0.000000,0.000000
11:21:42.691 -> 00:00:00,IK,96,0.000000,0.000000,250000,5,915000000,7,14,-77,-130,10.25,0.000000,0.000000
11:21:44.209 -> 00:00:00,IK,97,0.000000,0.000000,250000,5,915000000,7,14,-77,-130,9.75,0.000000,0.000000
11:21:45.747 -> 00:00:00,IK,98,0.000000,0.000000,250000,5,915000000,7,14,-75,-130,10.00,0.000000,0.000000
11:21:47.268 -> 00:00:00,IK,99,0.000000,0.000000,250000,5,915000000,7,14,-75,-130,10.00,0.000000,0.000000
11:21:50.783 -> 00:00:00,IK,100,0.000000,0.000000,250000,5,915000000,7,14,-73,-130,10.25,0.000000,0.000000
11:21:52.322 -> 00:00:00,IK,101,0.000000,0.000000,250000,5,915000000,7,14,-74,-131,10.25,0.000000,0.000000
11:21:53.857 -> 00:00:00,IK,102,0.000000,0.000000,250000,5,915000000,7,14,-73,-130,9.75,0.000000,0.000000
11:21:55.378 -> 00:00:00,IK,103,0.000000,0.000000,250000,5,915000000,7,14,-73,-102,9.50,0.000000,0.000000
11:21:56.926 -> 00:00:00,IK,104,0.000000,0.000000,250000,5,915000000,7,14,-72,-131,10.50,0.000000,0.000000
11:21:58.446 -> 00:00:00,IK,105,0.000000,0.000000,250000,5,915000000,7,14,-72,-130,10.25,0.000000,0.000000
11:21:59.970 -> 00:00:00,IK,106,0.000000,0.000000,250000,5,915000000,7,14,-72,-130,10.25,0.000000,0.000000
11:22:01.504 -> 00:00:00,IK,107,0.000000,0.000000,250000,5,915000000,7,14,-71,-102,10.25,0.000000,0.000000
11:22:03.013 -> 00:00:00,IK,108,0.000000,0.000000,250000,5,915000000,7,10,-76,-104,10.00,0.000000,0.000000
11:22:04.539 -> 00:00:00,IK,109,0.000000,0.000000,250000,5,915000000,7,10,-75,-130,10.00,0.000000,0.000000
11:22:06.068 -> 00:00:00,IK,110,0.000000,0.000000,250000,5,915000000,7,10,-75,-130,10.00,0.000000,0.000000
11:22:07.603 -> 00:00:00,IK,111,0.000000,0.000000,250000,5,915000000,7,10,-75,-130,10.00,0.000000,0.000000
11:22:09.124 -> 00:00:00,IK,112,0.000000,0.000000,250000,5,915000000,7,10,-76,-130,10.00,0.000000,0.000000
11:22:10.677 -> 00:00:00,IK,113,0.000000,0.000000,250000,5,915000000,7,10,-74,-130,9.75,0.000000,0.000000
11:22:12.174 -> 00:00:00,IK,114,0.000000,0.000000,250000,5,915000000,7,10,-75,-130,9.75,0.000000,0.000000
11:22:13.732 -> 00:00:00,IK,115,0.000000,0.000000,250000,5,915000000,7,10,-75,-130,9.75,0.000000,0.000000
11:22:15.261 -> 00:00:00,IK,116,0.000000,0.000000,250000,5,915000000,7,10,-74,-130,10.00,0.000000,0.000000
11:22:16.782 -> 00:00:00,IK,117,0.000000,0.000000,250000,5,915000000,7,10,-75,-130,10.25,0.000000,0.000000
11:22:18.317 -> 00:00:00,IK,118,0.000000,0.000000,250000,5,915000000,7,10,-75,-130,10.25,0.000000,0.000000
11:22:19.829 -> 00:00:00,IK,119,0.000000,0.000000,250000,5,915000000,7,10,-76,-130,10.25,0.000000,0.000000
11:22:21.371 -> 00:00:00,IK,120,0.000000,0.000000,250000,5,915000000,7,10,-76,-130,10.00,0.000000,0.000000
11:22:22.901 -> 00:00:00,IK,121,0.000000,0.000000,250000,5,915000000,7,10,-76,-130,9.75,0.000000,0.000000
11:22:24.403 -> 00:00:00,IK,122,0.000000,0.000000,250000,5,915000000,7,10,-77,-130,10.00,0.000000,0.000000
11:22:25.957 -> 00:00:00,IK,123,0.000000,0.000000,250000,5,915000000,7,10,-77,-130,10.50,0.000000,0.000000
11:22:27.472 -> 00:00:00,IK,124,0.000000,0.000000,250000,5,915000000,7,10,-78,-130,10.50,0.000000,0.000000
11:22:29.011 -> 00:00:00,IK,125,0.000000,0.000000,250000,5,915000000,7,10,-78,-130,10.25,0.000000,0.000000
11:22:30.522 -> 00:00:00,IK,126,0.000000,0.000000,250000,5,915000000,7,10,-80,-130,10.00,0.000000,0.000000
11:22:32.047 -> 00:00:00,IK,127,0.000000,0.000000,250000,5,915000000,7,10,-79,-131,10.25,0.000000,0.000000
11:22:33.577 -> 00:00:00,IK,128,0.000000,0.000000,250000,5,915000000,7,10,-81,-130,10.75,0.000000,0.000000
11:22:35.105 -> 00:00:00,IK,129,0.000000,0.000000,250000,5,915000000,7,10,-82,-130,10.00,0.000000,0.000000
11:22:36.643 -> 00:00:00,IK,130,0.000000,0.000000,250000,5,915000000,7,10,-81,-110,10.25,0.000000,0.000000
11:22:38.168 -> 00:00:00,IK,131,0.000000,0.000000,250000,5,915000000,7,10,-80,-108,9.00,0.000000,0.000000
11:22:39.691 -> 00:00:00,IK,132,0.000000,0.000000,250000,5,915000000,7,10,-79,-130,10.25,0.000000,0.000000
11:22:41.228 -> 00:00:00,IK,133,0.000000,0.000000,250000,5,915000000,7,10,-81,-130,10.00,0.000000,0.000000
11:22:42.740 -> 00:00:00,IK,134,0.000000,0.000000,250000,5,915000000,7,10,-80,-130,9.75,0.000000,0.000000
11:22:44.290 -> 00:00:00,IK,135,0.000000,0.000000,250000,5,915000000,7,10,-81,-130,10.00,0.000000,0.000000
11:22:45.792 -> 00:00:00,IK,136,0.000000,0.000000,250000,5,915000000,7,10,-80,-130,9.25,0.000000,0.000000
11:22:47.325 -> 00:00:00,IK,137,0.000000,0.000000,250000,5,915000000,7,10,-80,-108,9.75,0.000000,0.000000
11:22:48.869 -> 00:00:00,IK,138,0.000000,0.000000,250000,5,915000000,7,10,-79,-108,10.00,0.000000,0.000000
11:22:50.396 -> 00:00:00,IK,139,0.000000,0.000000,250000,5,915000000,7,10,-80,-108,10.25,0.000000,0.000000
11:22:51.906 -> 00:00:00,IK,140,0.000000,0.000000,250000,5,915000000,7,10,-91,-130,9.75,0.000000,0.000000
11:22:53.429 -> 00:00:00,IK,141,0.000000,0.000000,250000,5,915000000,7,10,-79,-110,9.50,0.000000,0.000000
11:22:54.978 -> 00:00:00,IK,142,0.000000,0.000000,250000,5,915000000,7,10,-79,-130,10.00,0.000000,0.000000
11:22:56.490 -> 00:00:00,IK,143,0.000000,0.000000,250000,5,915000000,7,10,-79,-130,10.50,0.000000,0.000000
11:22:58.045 -> 00:00:00,IK,144,0.000000,0.000000,250000,5,915000000,7,10,-78,-105,10.25,0.000000,0.000000
11:22:59.568 -> 00:00:00,IK,145,0.000000,0.000000,250000,5,915000000,7,10,-78,-108,10.00,0.000000,0.000000
11:23:01.072 -> 00:00:00,IK,146,0.000000,0.000000,250000,5,915000000,7,10,-77,-101,9.25,0.000000,0.000000
11:23:02.609 -> 00:00:00,IK,147,0.000000,0.000000,250000,5,915000000,7,10,-77,-130,9.75,0.000000,0.000000
11:23:04.144 -> 00:00:00,IK,148,0.000000,0.000000,250000,5,915000000,7,10,-76,-130,10.25,0.000000,0.000000
11:23:05.659 -> 00:00:00,IK,149,0.000000,0.000000,250000,5,915000000,7,10,-75,-105,10.25,0.000000,0.000000
